Transcript of https://www.youtube.com/watch?v=bmbL3YdInYg

0:1010 sec      [mūzika]
2:23:322 hours, 23 minutes, 32 sec      kaut gan tu redzi, ka varbūt loģiskāk ir izdarīt savādāk, bet tu to nevari, tāpēc, ka tev ir nie priekšraksti, un tev ir kontrolējošā istaba, kas vēl
2:23:392 hours, 23 minutes, 39 sec      pateiks, nu, vēl tev cietumā par to būs jāiet. Tur nav iniciatīvas rīkoties lietderīga līdzība. Mazāk kontroles, bet
2:23:472 hours, 23 minutes, 47 sec      lielāka personiska atbildība par rezultātu. Ilonšā kultūras maiņa ir iespējama vispār?
2:23:552 hours, 23 minutes, 55 sec      Pavisam pavisam īsu.
2:23:582 hours, 23 minutes, 58 sec      Es dzirdēju par to, kā, piemēram, par iepirkumiem atbildīgo personu, un man tāds iekšējais Dežavu, es taču tikko
2:24:052 hours, 24 minutes, 5 sec      divus mēnešus atpakaļ virzīju uz parlamentu jaunu subjektu atbildīgā persona par
2:24:132 hours, 24 minutes, 13 sec      iepirkumu, ja viņi izmanto mākslīgo intelektu. Bet es domāju, ka tā ir nākotne tāpat. Un es domāju, kad tas
2:24:222 hours, 24 minutes, 22 sec      priekšlikums, kā viņš tika sagatavots, viņš būs dzīvs arī uz priekšu. Tad, kad cilvēkiem parādīsies arī ticība šai
2:24:292 hours, 24 minutes, 29 sec      digitalizācijas pakāpei. Bet tas mērķis bija tieši šis, par ko Saksa kungs runāja. caurskatāmība, pāredzamība,
2:24:372 hours, 24 minutes, 37 sec      skaidra atskaitīšanās un viena, vienas personas atbildība un lēmumi, nenodarbinot piecus, septiņus,
2:24:452 hours, 24 minutes, 45 sec      10 personas iepirkumos, nerakstot instrukcijas detalizācijā līdz pēdējam komatam punktam, tas viss paliek dārgi.
2:24:532 hours, 24 minutes, 53 sec      Un tad mēs parādāmies OECD reitingā, ka mums piedalās ļoti maz spēlētāju publiskajos iepirkumos. Tieši tāpēc.
2:25:012 hours, 25 minutes, 1 secondMhm. Ilona.
2:25:032 hours, 25 minutes, 3 sec      Jā, nu, es arī pievienojos Sakses kungam, ka, protams, mēs valsts pārvaldē nevaram atrast šobrīd uz sitiena ne 800
2:25:102 hours, 25 minutes, 10 sec      miljonus, ne, ne 500 un varbūt te pat ne 300, bet kopumā jāsaka, ka valsts pārvaldē ir rezerves, kur mums ir
2:25:182 hours, 25 minutes, 18 sec      iespēja gan ietaupīt, gan uzlabot efektivitāti.
2:25:222 hours, 25 minutes, 22 sec      Ē, mēs pievienojāies un arī daudz esam diskutējuši ar OECD kolēģiem un beigās vienojāmies
2:25:302 hours, 25 minutes, 30 sec      par kopīgu rekomendāciju, ka mums būtu jāievieš šie te funkcionālie tematiskie auditi, lai novērstu joprojām pastāvošo
2:25:392 hours, 25 minutes, 39 sec      funkciju un uzdevumu dublēšanos valsts pārvaldē dažādos līmeņos. Tas mums noteikti ļautu ietaupīt papildus
2:25:472 hours, 25 minutes, 47 sec      resursus. Ē, mums ir iespēja turpināt arī pārskatīt mūsu iekšējo struktūru un to arī konsolidēt, pārgrupēt valsts
2:25:562 hours, 25 minutes, 56 sec      pārvaldes iekšējos resursus pēc citiem principiem. Un no Valsts kancelejas puses arī līdz šī gada beigām, nākamā
2:26:042 hours, 26 minutes, 4 sec      gada sākumā arī sekos piedāvājumi šajā virzienā. Bet vēl uz ko ļoti svarīgi ir, ir skatīties un par ko ir pastāvīgi ir
2:26:122 hours, 26 minutes, 12 sec      jādomā, tas, ko Miezaiņa kungs arī pieminēja, tātad šis te administratīvā sloga samazinājums mērķa grupām, tātad
2:26:212 hours, 26 minutes, 21 sec      izdevumu samazināšana laikā un naudā fiziskām un juridiskām personām, kas nepieciešamas, lai saņemtu konkrētus
2:26:292 hours, 26 minutes, 29 sec      pakalpojumus, ja. Un tas ir tas, kas ir ļoti svarīgi valsts pārvaldes darbā, ka mēs pastāvīgi pārskatām mūsu iekšējos
2:26:372 hours, 26 minutes, 37 sec      ārējos procesus, kas ir nepieciešami un, un kas attiecā uz, uz iedzīvotājiem, ja,
2:26:452 hours, 26 minutes, 45 sec      un pastāvīgi tos uzlabojam, lai cilvēkiem prasītu mazāk laika un mazāk finanšu resursu attiecīgā pakalpojuma
2:26:522 hours, 26 minutes, 52 sec      saņemšana, lai tā attiecīgā pakalpojuma saņemšana kļūtu ātrāka un, un efektīvāka. Un tas arī ir ļoti būtisks
2:27:002 hours, 27 minutesveids, kā sabiedrības uzticēšanos valsts pārvaldei arī vairot, un tad varbūt arī būtu vieglāka tā saruna par nepieciešamību arī mainīt kādus
2:27:092 hours, 27 minutes, 9 sec      nodokļus, ja, ja iedzīvotājiem būtu pārliecība, ka tiešām valsts pārvalde dara visu iespējamo, lai no otras puses
2:27:162 hours, 27 minutes, 16 sec      par šo te pakalpojumu sniegšanu tie izdevumi maksimāli tiek samazināti, tie tās procedūras tiek optimizētas, un man arī prasa daudz mazāk laika, lai
2:27:252 hours, 27 minutes, 25 sec      konkrēto pakalpojumu saņemtu. Līdz ar to ir ļoti svarīgs ikdienā šis te darbs ar mērķa grupām un, un mērķtiecīga rīcība,
2:27:332 hours, 27 minutes, 33 sec      lai mūsu pakalpojumu sniegšana kļūtu pēc iespējas efektīvāka.
2:27:382 hours, 27 minutes, 38 sec      Mhm. Vai lūdz uzdot iespēju arī skatītājiem uzdot savus jautājumus.
2:27:412 hours, 27 minutes, 41 sec      Droši ceļam rokas, ja ir, ja mums ir viens jautājums tur. Un lūgums nosaukt vārdu, uzrādi, ko pārstāv un jūsu jautājums.
2:27:492 hours, 27 minutes, 49 sec      Labdien, Jānis Patmalnieks, Saeima. Man ir jautājums gan šajā grafikā, kas izdalīts, gan arī prezentācijā bija par
2:27:582 hours, 27 minutes, 58 sec      valsts pārvaldes nodarbināto skaitu. Un šeit ir te kaut kas pel.
2:28:032 hours, 28 minutes, 3 sec      Samainīsim mikrofonus. Acīmredzot šim grūti palika.
2:28:092 hours, 28 minutes, 9 sec      Jā, mikrofoniem arī grūts darbs. Jā, gan šajos izdales materiālus, gan arī prezentācijā, ko mēs tikko redzējām, bija par valsts pārvaldē nodarbināto
2:28:172 hours, 28 minutes, 17 sec      skaitu, ka tas faktiski ir audzis. Un arī, nu, tas īpatsvars no IKP ir salīdzinoši liels pret OECD vidējo.
2:28:252 hours, 28 minutes, 25 sec      Varbūt kāds gan OECD ekspertiem, gan arī panelim, kāds varbūt skaidrojums šim aspektam būtu to labprāt uzklausīt.
2:28:322 hours, 28 minutes, 32 sec      Paldies. Hello.
2:28:402 hours, 28 minutes, 40 sec      As I understand the data coming from the municipality level but
2:28:482 hours, 28 minutes, 48 sec      also from the central government level and I think the state can develop a little bit more and in the central
2:28:552 hours, 28 minutes, 55 sec      government level I think that that like defense and and education and health probably also play a role. included in
2:29:032 hours, 29 minutes, 3 sec      the figure also teachers doctors, soldiers and so on. So it's also something that in a certain sense is necessary.
2:29:132 hours, 29 minutes, 13 sec      indicators doing room to like reduce duplications and so
2:29:212 hours, 29 minutes, 21 sec      on but a part of this increases also necessary because of certain factors and at the municipality level
2:29:282 hours, 29 minutes, 28 sec      has been already some improvement also in the last years the territorial reform has actually in the medium run also led to some
2:29:362 hours, 29 minutes, 36 sec      synergies so there is some consolidation still there is room for improvement But jā, it's not all black and white.
2:29:462 hours, 29 minutes, 46 sec      Jā, es es varbūt no savas puses papildināšu, nu, vismaz kā es lasu tās daudzos grafikus ziņojumā,
2:29:542 hours, 29 minutes, 54 sec      tur, kur, ja mēs atrodamies kaut kur ekstrēmi, tur vismazāk vai visvairāk.
2:30:002 hours, 30 minutesUn, nu, labi, ne pašā galā, bet, nu, kaut kur tur maksimums vienā vai otrā virzienā. Nu, vai man viennozīmīgi
2:30:072 hours, 30 minutes, 7 sec      jāliek domu slikti vai labi? Nu, mans lasījums ir, ka tas prasa tad dziļāku izpēti.
2:30:152 hours, 30 minutes, 15 sec      Ļoti interesanti, kā mēs tā gadījāmies, ka mēs tur esam tur astes galā vai priekšā kaut kur. Un šeit par valsts
2:30:222 hours, 30 minutes, 22 sec      pārvaldē strādājošo skaitu. Es atceros tajā grafikā mēs nebijām pašā ekstrēmi.
2:30:272 hours, 30 minutes, 27 sec      Nū, ka visvairāk, bet, ja mēs paskatāmies, kas tur bija aiz mums, visvairāk, Skandināvija, Zviedrija, Somija, es neatceros
2:30:362 hours, 30 minutes, 36 sec      Norvēģija, bet es zinu, ka Norvēģija arī. Un, un, un tad, teiksim, viens no kritērijiem ir, nu, kā cik Beļģijā dzīvo
2:30:432 hours, 30 minutes, 43 sec      cilvēki un, un cik Somijā, bet publisko pārvaldes pakalpojumus vajag nodrošināt lielā teritorijā, kur dzīvo maz cilvēku.
2:30:512 hours, 30 minutes, 51 sec      Nu, tur meži un kas tur. Un tas ir dārgāk. Loģiski, tas ir dārgāk. Tāpat vajag pietiekami daudz skolas, slimnīcas
2:30:592 hours, 30 minutes, 59 sec      un tā tālāk. Tā kā tur vienmēr ir jāskatās ne tikai, kur mēs atrodamies.
2:31:052 hours, 31 minutes, 5 sec      Protams, varētu analizēt, ieviest, teiksim, iedzīvotāju blīvumu un tā tālāk, bet es zinu, arī Norvēģijā notiek diskusijas tur skolas principā ar ļoti
2:31:142 hours, 31 minutes, 14 sec      maz skolēniem, bet viņiem aizbrauk kaut kur tur prom, tā kā tas ir, tie grafiki ir jāņem, jāpēta, tie ir interesanti,
2:31:232 hours, 31 minutes, 23 sec      ja, bet tā uzreiz pateikt, redzi, ekstrēmi sliktas šausmas, kur mēs tur atpaliekam, ja, vai kā tur, nu, tur ir dziļāka analīze.
2:31:362 hours, 31 minutes, 36 sec      Man liekas, te jau korekti kolēģi izstāstīja, kas tajos datos ir ietvērts.
2:31:402 hours, 31 minutes, 40 sec      Un, manuprāt, tā mēraukle, ko, ko jau es iepriekš teicu, ir pakalpojumu kvalitāte iedzīvotājiem. Un, lai, ja no, lai
2:31:472 hours, 31 minutes, 47 sec      pakalpojumu kvalitāti nodrošinātu, ir nepieciešams attiecīgs arī ierēdņu skaits, kas to organizē. Bet, protams,
2:31:552 hours, 31 minutes, 55 sec      ar nosacījumu, ka pastāvīgi tiek pārskatīts arī tas veids, kāda, kā no kā tas pakalpojums veidojas, kā tas pakalpojums tiek piegādāts. Un
2:32:032 hours, 32 minutes, 3 sec      maksimāli, protams, ir jāmeklē arī pēc iespējas arī digitāli kanāli, ja, šo te pakalpojumu piegādei. Man liekas, ka attiecībā uz pakalpojumu digitalizāciju
2:32:122 hours, 32 minutes, 12 sec      gan mēs esam pirmrindnieki, man liekas, ne tikai Eiropas, bet arī OECD mērogā izskatāmies labi attiecībā uz to
2:32:202 hours, 32 minutes, 20 sec      pakalpojumu klāstu, kas tiek nodrošināts šobrīd iedzīvotājiem digitāli. Un man liekas, ka šis virziens noteikti ir turpināms.
2:32:322 hours, 32 minutes, 32 sec      Jā, paldies. Es gribēju varbūt mazliet, jā, paturpināt arī to domu, ko Saksa kungs teica. Jā, man arī iekrita tās Skandināvijas valstis tur. Un patiesībā
2:32:402 hours, 32 minutes, 40 sec      mūsu nozarē tas tā ļoti izteikti mēs, viņi arī ļoti digitāli veselības nozarē,
2:32:482 hours, 32 minutes, 48 sec      daudzās citās, protams, arī. Un mēs, strādājot pie tiem saviem risinājumiem, arī esam bijuši daudz Skandināvijas valstīs skatīties tad tos piemērus,
2:32:552 hours, 32 minutes, 55 sec      pieredzes, kā viņi to dara. Un tur visur pretī ir tiešām, nu, burtiski aģentūras komandas, ja, tām, tām funkcijām,
2:33:042 hours, 33 minutes, 4 sec      kas ir, kas ir ļāvušas arī sasniegt konkrētus rezultātus. Vai ar to es gribu teikt, ka mums viss tagad ir jāpalielina? Nu, nē, bet skaidrs, ka tam
2:33:132 hours, 33 minutes, 13 sec      arī ir sasaiste, ja? Nu, skaidrs, ka ne ne ļoti populārs jautājums, bet, nu, tā ir tā realitāte, ko tur mēs esam arī tai skaitā redzējuši. Vēl no veselības
2:33:212 hours, 33 minutes, 21 sec      aprūpes puses, jā, nu, attīstās dažāda veida intelekti. Mums nav šaubu. Tai pašā laikā dzīves ārsts, ārstniecības
2:33:292 hours, 33 minutes, 29 sec      persona, māsa, jaunākais personāls ir, bija, būs, viņš būs nepieciešams. Un, nu, jā, tā arī tā daļa atbildes. Mēs droši vien lielu daļu varbūt tur arī kā
2:33:372 hours, 33 minutes, 37 sec      nozare sastādam ar šīm ārstniecības personām, kas ir valsts pašvaldību slimnīcās, poliklīnikās, pilnīgi
2:33:452 hours, 33 minutes, 45 sec      noteikti, bet tur tas ārstniecības speciālists noteikti būs arī vajadzīgs.
2:33:512 hours, 33 minutes, 51 sec      Jā. Un tad no manas puses, es teikšu tā, sasniedzam Skandināvijas dzīves līmeni, tad arī atļaujamies tik daudz valsts pārvaldi kā Skandināvijā.
2:34:022 hours, 34 minutes, 2 sec      Tas laikam ir tāds universāls arguments, kas parādījās arī šajā OCD pētījumā attiecībā uz atalgojumu, pieaugumu publiskajā sektorā pret privāto sektoru,
2:34:102 hours, 34 minutes, 10 sec      kur tomēr mēs ne, nu, nav mums tik laba tā situācija. ē, reālā problēma, piemēram, šobrīd un izprovocēja mani,
2:34:212 hours, 34 minutes, 21 sec      bet, piemēram, mums ir dažādi izņēmumi un dažādas prasības, tur minimālās valsts sociālās
2:34:282 hours, 34 minutes, 28 sec      apdrošināšanas iemaksas, kuras kāds administrē. Iemaksas ir uz personām, nevis uz uzņēmumiem. Tātad kādam ir jāca. Nav nozīmes, cik tu digitalizēsi.
2:34:392 hours, 34 minutes, 39 sec      Un man bija saruna ar kolēģi Olgu Feldmani, kas sēž tepat. kuri ir vieni no galvenajiem tādiem dzinuļiem bijuši
2:34:472 hours, 34 minutes, 47 sec      arī būvniecības procesā par to, kad es tev arī uzdevu provokatīvi. A, kā izskatās, ja mēs būvprojektu izdrukājam
2:34:552 hours, 34 minutes, 55 sec      no digitālās sistēmas un tad paņemam to kārtību, kas mums bija kādreiz, kura mapīte būs biezāka. Tas, ka process
2:35:042 hours, 35 minutes, 4 sec      ir digitāls un tev paprasa 13.000 jautājumus digitāli, nu, tikpat labi atsūtiet intervētāju, ātrāk ies process.
2:35:142 hours, 35 minutes, 14 sec      Un šī ir tā lieta, ko mēs ar digitalizāciju bieži vien aizmirstam.
2:35:182 hours, 35 minutes, 18 sec      Mums var pēc tam dusmoties, varbūt arī uz manīm bija asas diskusijas, kāpēc mēs ņemam nost kaut kādus ķekšus bis
2:35:242 hours, 35 minutes, 24 sec      sistēmā. Nu, tieši tāpēc mēs to darām un un sabiedrība to pamana, un sabiedrība to saprot. Ē, un, un tās ir tās lietas,
2:35:332 hours, 35 minutes, 33 sec      nu, kad mums ir jādomā par šīm efektivitātēm, jo tie skaitļi, kas tajās tabulās, tās divas korelācijas un
2:35:412 hours, 35 minutes, 41 sec      korelācija ar kopējo bagātību valstī, nu, ja mēs, ja mēs būtu tiešām kā skandināvi, kā norvēģi ar, ar velfē
2:35:482 hours, 35 minutes, 48 sec      fondiem un vis kaut ko, nu, jā, mēs varam atļauties ļoti, ļoti labus pakalpojumus tur. Dona Roberts.
2:35:552 hours, 35 minutes, 55 sec      Jā, es tikai ātri papildināšu to, ko Jurģis tikko teica. Pilnīgi pievienojos.
2:35:592 hours, 35 minutes, 59 sec      Pakalpojumu nedrīkst digitalizēt pirms ir pārskatīts pakalpojuma saturs. Ja tas ir, tas ir pirmais solis. Tu pārskati
2:36:072 hours, 36 minutes, 7 sec      pakalpojumu saturu, to noņem visas liekās procedūras, prasības, maksimāli to atvieglo, padari to racionālu un dari
2:36:152 hours, 36 minutes, 15 sec      to ne tikai no savas ierēdņa izpratnes par to, kā būtu pareizi, bet tu dari to kopā ar attiecīgajiem cilvēkiem, kas
2:36:232 hours, 36 minutes, 23 sec      saņems šo te pakalpojumu. Ļoti būtisks process šī te iesaiste, maksimāli agrīna sabiedrības un mērķa grupu iesaiste
2:36:302 hours, 36 minutes, 30 sec      pakalpojumu satura pārskatīšanā, un tikai tad tu digitalizē. Un digitālais pakalpojums ir veids, kā tu piegādāsi šo
2:36:372 hours, 36 minutes, 37 sec      te pakalpojumu, ja? Bet, ja pakalpojums nav pirms tam attīrīts, sakārtots, vienkāršots, tad digitalizācija var vēl vairāk sarežģīt visu sistēmu. Paldies.
2:36:522 hours, 36 minutes, 52 sec      I would just add to before that normative acts are very detailed and actually requires a lot of
2:37:002 hours, 37 minutesadministrative staff also verify everything is fulfilled. This is key point where we also have a key
2:37:072 hours, 37 minutes, 7 sec      recommendation on because it also considers enforcement agencies and how enforcement agencies actually control
2:37:142 hours, 37 minutes, 14 sec      whether regulations are like complied with. So super important
2:37:212 hours, 37 minutes, 21 sec      responsibility firms and households to not prescribe each and every step but
2:37:272 hours, 37 minutes, 27 sec      then also control according to risk based criteria. So focusing these inspections only on the risk groups like
2:37:352 hours, 37 minutes, 35 sec      on the firms that already had compliance issues like in the last two three years or so some other indicators and leave those ones that are complying since five
2:37:432 hours, 37 minutes, 43 sec      to 10 years like like to to let them do that things and trust them.
2:37:522 hours, 37 minutes, 52 sec      I think firms last year thingsorts
2:38:012 hours, 38 minutes, 1 secondlinked to the risk risk based analysis.
2:38:072 hours, 38 minutes, 7 sec      Vēl kāds jautājums no zāles, ja? Lūdzu.
2:38:122 hours, 38 minutes, 12 sec      Paldies par vērtīgo diskusiju. Edvards Lielpēters, ekonomikas ministrija.
2:38:172 hours, 38 minutes, 17 sec      Nedaudz provokatīvs jautājums. Gan prezentācijā, gan tagad diskusijā vairākkārt tika pieminēts, ka rekomendāciju ieviešanā ir valsts pārvaldes iestādēm jāsadarbojas.
2:38:282 hours, 38 minutes, 28 sec      Kādi varētu būt jūsu ieteikumi vai viedoklis par to, kā tad papildus motivēt valsts pārvaldes iestādes savstarpēji sadarboties, nevis stingri
2:38:362 hours, 38 minutes, 36 sec      pieturēties pie savu kompetenču pozīciju aizsargāšanas? Mhm.
2:38:412 hours, 38 minutes, 41 sec      Jā. kolēģi, kurš vēlas paņemt šo laikamš.
2:38:472 hours, 38 minutes, 47 sec      Jā, es, es es varbūt gribētu teikt, kad Valsts kanceleja, nu, pēc idejas ir tas viens, viens no vienoš vienojošajiem
2:38:532 hours, 38 minutes, 53 sec      procesiem, personām vai vai kā saka, iestādēm, bet realitāte
2:39:002 hours, 39 minutespavisam godīgi ir bijusi vienmēr tāda, kad man kā politiķim, es esmu piedalījies gan
2:39:092 hours, 39 minutes, 9 sec      valsts sekretāru sanāksmēs, nācis ar iniciatīvām grozīt Ministru kabineta kārtības rulli.
2:39:162 hours, 39 minutes, 16 sec      piedalījies vienkāršākās darba grupās, kur, kur es tā kā pat neminu savu amata ieņemamo, bet ar vienu mērķi dabūt procesu uz priekšu.
2:39:292 hours, 39 minutes, 29 sec      Un tajā brīdī, kad ministrijās arī, nu, nav nozīmes no, teiksim, kura, kura līmeņa tu esi, bet tad, kad tev ir tā
2:39:382 hours, 39 minutes, 38 sec      vēlme sasniegt to rezultātu un, un, un visi sadodas, tā teikt, nosacīti rokās, kā komandai tevis, nu,
2:39:462 hours, 39 minutes, 46 sec      izies, saskaņos, pieskaņos, atradīs, izdzīs cauri. Laikam rekords man ir bijis likumprojekts.
2:39:552 hours, 39 minutes, 55 sec      Viena diena abi lasījumi pieņemts steidzamībā un vēl lielajā steidzamībā, kas nozīmē, ka viņi jāizsludina ir
2:40:032 hours, 40 minutes, 3 sec      uzreiz. Tā kā arī šādi var būt reāli Latvijā. Un tur ir, kā saka, gan
2:40:112 hours, 40 minutes, 11 sec      politiskais līmenis, gan arī civildienesta līmenis, nu, ļoti svarīgs.
2:40:172 hours, 40 minutes, 17 sec      Laikam, il atgriežamies pie tā, ko minējāt jau, ka ir nepieciešams arī tas politiskais uzstādījums šādām pārmaiņām.
2:40:232 hours, 40 minutes, 23 sec      Jā, viennozīmīgi. Tas bija arī, man liekas, viens no pirmajiem punktiem, ko es minēju. Tātad skaidras politiskās prioritātes un politiskās prioritātes,
2:40:312 hours, 40 minutes, 31 sec      kas vieno valsts pārvaldi, apmām tad valsts pārvalde var arī, teiksim, apvienoties un kopīgi šīs te prioritātes
2:40:392 hours, 40 minutes, 39 sec      īstenot. Tādā ziņā tiešām šis te birokrātiskā sloga mazināšanas stāsts bija labs piemērs, jo tiešām daudzos jautājumos arī tas lika valsts pārvaldes
2:40:462 hours, 40 minutes, 46 sec      iestādēm nākt kopā un šos jautājumus arī risināt kopā. Bet tad es iemetīšu vienu provokatīvu ideju, kuru šur tur jau esmu
2:40:552 hours, 40 minutes, 55 sec      pateikusi. Redzēs, kāda būs tālākās šīs idejas attīstība. Viens konkrēts process, uz ko visa valsts pārvalde vienmēr paklūp. Un kāpēc nesanāk
2:41:032 hours, 41 minutes, 3 sec      sadarboties? Tāpēc, ka mums ir šis te mūsu maģiskais tiesību aktu projektu un politikas plānošanas projektu
2:41:112 hours, 41 minutes, 11 sec      saskaņošanas process, ja. Un šis te saskaņošanas process pēc būtības ir nevis process, kas palīdz valsts pārvaldēm sadarboties, bet tieši
2:41:202 hours, 41 minutes, 20 sec      pretēji, kas rada šo te savstarpējo pretstāvēšanu. Katram ir sava interese, savi resursi, un tad es sēžu savos
2:41:282 hours, 41 minutes, 28 sec      ierakumos, un es to aizstāvēšu līdz beidzamajam, ja, un tad mēs, un tad mēs izkaujamies savā starpā ierēdņa līmenī, tad mēs aizejam uz valsts sekretāru
2:41:362 hours, 41 minutes, 36 sec      sanāksmi, izkaujamies un tā tālāk. Un iemesls tam ir tāds, ka par katru konkrēto projektu vienmēr ir viens
2:41:442 hours, 41 minutes, 44 sec      atbildīgais un visi pārējie, kas to komentē, un visi pārējie, kuriem ir viedoklis par projektu. Un tas arī rada
2:41:522 hours, 41 minutes, 52 sec      šo te konfliktu un pretstāvēšanu. Tāpēc mans piedāvājums ir atteikties no saskaņošanas procesa. Droši vien juristi mani nositīs pēc šīs diskusijas.
2:42:022 hours, 42 minutes, 2 sec      atteikties no saskaņošanas procesa un aizstāt to ar koprades procesu. Ir daudz un dažādi jautājumi valsts pārvaldē un zin vairāk jautājumi ir pārnozariski.
2:42:122 hours, 42 minutes, 12 sec      Mēs identificējam katram jautājumam divas, trīs, maksimums četras atbildīgās iestādes, kuras rada to produktu kopīgi,
2:42:212 hours, 42 minutes, 21 sec      ja, nevis viens uztaisa un pārējie nokauj, bet kopīgi rada to produktu, un šis produkts tiek virzīts
2:42:282 hours, 42 minutes, 28 sec      apstiprināšanai, ja. vairs nav nekāds, es atvainojos, ļoti demokrātiskais, ļoti atklātais, bet vienlaikus neefektīvais un bezjēdzīgais saskaņošanas process.
2:42:382 hours, 42 minutes, 38 sec      Mums ir daudz aktīvāk valsts pārvaldei jāievieš šie te koprades principi un projektu komandu pieejas valsts
2:42:462 hours, 42 minutes, 46 sec      pārvaldē, kas pēc būtības arī pašreizējā valsts pārvaldes modernizācijas plānā ir nostiprināts projektu komandu princips, kas nozīmē, ka par katru tēmu mums
2:42:552 hours, 42 minutes, 55 sec      valsts pārvaldē no atsevišķām vairākām ministrijām ir komanda, kas to izstrādā, kas par to ir atbildīga un kas to aiznes
2:43:022 hours, 43 minutes, 2 sec      arī lēmuma pieņemšanai. Un vēl pie šī paša es gribētu pieņemt, piemest, ka mums ir arī jāpātrina lēmumu pieņemšana
2:43:122 hours, 43 minutes, 12 sec      arī tādā veidā, kas arī ir aizsākts iepriekš virziens, ka mums ir jāsamazina to jautājumu loks, kas tiek izskatīts Ministru kabinetā. Mums ir jāļauj
2:43:212 hours, 43 minutes, 21 sec      lielāka lēmuma pieņemšanas vara, ja tā teikt, ministriju līmenī. Paldies.
2:43:252 hours, 43 minutes, 25 sec      Paldies. Raugoties pulksnī, mums ir jānoslēdz, jo zinu, ka ir kolēģi, kuriem jāskrien arī tālāk. Tāpēc viens noslēdzošais jautājums pozitīvā griezumā. rekomendācijas un ieteikumi
2:43:342 hours, 43 minutes, 34 sec      daudz. Tuvākie 12 mēneši uz ko, kas būtu tā viena lieta, ko jūs gribētu izcelt, kas, iespējams, no jūsu perspektīvas nestu tādu vislielāko pieto vērtību?
2:43:432 hours, 43 minutes, 43 sec      Sakas kungs, sāksim ar jums, jo es zinu, ka jums tūlīt pat ir jādodas.
2:43:462 hours, 43 minutes, 46 sec      Jā, man jāatvainojas. Es jau vadītājam teicu, man būs jāskrien tūlītās projām.
2:43:512 hours, 43 minutes, 51 sec      Man vislabāk patika divas tabuliņas tur, kas netika rādītas uz ekrāna. Viens ir strukturālās reformas un cik daudz IKP
2:44:002 hours, 44 minutesizaugsmi katra no tām reformām dod. Un otrs, tātad šī ziņojuma autoru piedāvājums, kā
2:44:092 hours, 44 minutes, 9 sec      mēs varam principā atrast, tā teikt, naudu tām vajadzībām, kas ir.
2:44:192 hours, 44 minutes, 19 sec      Tātad, nu, tas, ko es gribētu mājās, tā teikt, papētīt šos ciparus un metodi,
2:44:262 hours, 44 minutes, 26 sec      jo, jo daži šķiet tādi ļoti pārsteidzoši man personiski, bet tas ir pats interesantākais. Bet es domāju kopumā
2:44:352 hours, 44 minutes, 35 sec      ziņojums kā Allaži, ar ko man liekas OCD ziņojumi atšķiras no varbūt citu
2:44:412 hours, 44 minutes, 41 sec      organizāciju, ir ļoti vienkāršā valodā, skaidri neslēpjoties
2:44:482 hours, 44 minutes, 48 sec      pausts viedoklis no malas, kas ir ļoti vērtīgi, kas mums ir jādara. Tā kā tā kā
2:44:552 hours, 44 minutes, 55 sec      ziņojums, manuprāt, ir ļoti vērtīgs un un būs man uz galda ilgu laiku. Paldies.
2:45:002 hours, 45 minutesPaldies Sakas kungam. Miezāņa kungs, lūdzu, jūsu nāk.
2:45:042 hours, 45 minutes, 4 sec      Jā, no manas puses laikam sūdi.
2:45:102 hours, 45 minutes, 10 sec      Jā, droši.
2:45:122 hours, 45 minutes, 12 sec      Sakas kungam ir, es saprotu, pie premjerministra jāskrien, bet es pirms sanāksmes uztaisīju shortlistu,
2:45:202 hours, 45 minutes, 20 sec      bet es viņu neatklāšu publiski. Es tiešām uztaisīju tādu sarakstiņu labās un sliktās lietas rekomendācijās, lai
2:45:282 hours, 45 minutes, 28 sec      cik tas izklausītos tā vienkāršot, bet es tiešām tā arī darīju, jo ir kaut kādas lietas, kurā, kurām es saredzu
2:45:362 hours, 45 minutes, 36 sec      labumu tikai tad, kad tev vispirms ir izdarīts tas pirmais solis. Un tās divas lietas man bija, jā, kad birokrātijas
2:45:452 hours, 45 minutes, 45 sec      mazināšana bija kā viena no lielākajām, un, un, un tā ir vienkārši tā lieta, ko es ekonomikas ministrijā strādāju, tāpēc es par to vienkārši degu,
2:45:542 hours, 45 minutes, 54 sec      un tas arī novedīs pie tā otrā, ka mums arī tas centrālajā, centrālajā, nu, kā saka, valdībā, pārvaldībā
2:46:032 hours, 46 minutes, 3 sec      arī mazināsies, nu, lai arī cik tas var būt skumji vai, vai, vai kā citādāk skanētu, nu, tas cilvēku resurss, ko mēs
2:46:102 hours, 46 minutes, 10 sec      tur izmantojam, Tā kā tās varbūt tās būtu lielākas un pakārtotās, nu,
2:46:182 hours, 46 minutes, 18 sec      ir, ir, ir, ir daudz, ir daudz labas lietas.
2:46:212 hours, 46 minutes, 21 sec      Prieks katrā ziņā dzirdēt, ka tas arī tiek izmantots tālāk un tiek ņemts arī.
2:46:252 hours, 46 minutes, 25 sec      Tas, protams, ka tiek izmantots. Ar saksa kungu citādāk nevar runāt, kā tikai, ja tu piesauc, ka tev ir OCD rekomendācija. Ļoti labi. Āri, lūdzu.
2:46:352 hours, 46 minutes, 35 sec      Jā, no savas nozares puses droši vien tas uzsvars uz profilaksi, uz šīm lietām, agrīnākām intervencēm,
